Day,Session,Treatment,Subject,Round,SL,Bid,Frequency_Consumption,Size,Time,Quality_Safety,Attention,Typical_SL,Typical_SL_Other,Choose,Minimum_SL,Shopper,Vegan,Significant_Issue,Feeling,Wrong,Consideration,Help_Reduction,Social_Contributes,Promotion,Discard_After,Discard_On,Discard_Smell,Discard_Taste,LD_indication,LD_words,Gender,Age,Education,Income,Marietal_St,Child,Family_Size,Family_Size_Other
1,3,T2,24,7,14,1.5,Once a month,1 pint (16 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",14,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Non-binary / third gender,23,Bachelor's degree in college (4-year),"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
1,3,T2,24,8,0,0,Once a month,1 pint (16 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",14,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Non-binary / third gender,23,Bachelor's degree in college (4-year),"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
1,3,T2,24,9,19,1.75,Once a month,1 pint (16 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",14,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Non-binary / third gender,23,Bachelor's degree in college (4-year),"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
1,3,T2,24,10,10,1,Once a month,1 pint (16 fl oz),More than a week,Food safety,"Yes, always",7-10 days,,"Yes, always",14,No,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Non-binary / third gender,23,Bachelor's degree in college (4-year),"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
2,4,Control,1,1,,4.25,Two or three times a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Male,60,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,1,2,1,3,Two or three times a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Male,60,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,1,3,14,4.25,Two or three times a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Male,60,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,1,4,0,0,Two or three times a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Male,60,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,1,5,7,4.25,Two or three times a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Male,60,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,1,6,5,4.25,Two or three times a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Male,60,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,1,7,10,4.25,Two or three times a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Male,60,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,1,8,19,5.5,Two or three times a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Male,60,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,1,9,-1,0,Two or three times a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Male,60,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,1,10,3,3,Two or three times a month,1 quart (32 fl oz),Within a week,Food safety,Sometimes,7-10 days,,"Never, I usually pick the outermost one on the shelf or just a random one",10,Yes,No,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Male,60,Bachelor's degree in college (4-year),"$50,000-$74,999",Married,No,2,
2,4,Control,5,1,,1.75,A few times a week,1 gallon (128 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",4,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Female,62,Master's degree,"$150,000 or more",Married,No,2,
2,4,Control,5,2,1,1.25,A few times a week,1 gallon (128 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",4,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Female,62,Master's degree,"$150,000 or more",Married,No,2,
2,4,Control,5,3,14,1.75,A few times a week,1 gallon (128 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",4,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Female,62,Master's degree,"$150,000 or more",Married,No,2,
2,4,Control,5,4,0,0,A few times a week,1 gallon (128 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",4,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Female,62,Master's degree,"$150,000 or more",Married,No,2,
2,4,Control,5,5,7,1.75,A few times a week,1 gallon (128 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",4,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Female,62,Master's degree,"$150,000 or more",Married,No,2,
2,4,Control,5,6,5,1.5,A few times a week,1 gallon (128 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",4,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Female,62,Master's degree,"$150,000 or more",Married,No,2,
2,4,Control,5,7,10,1.75,A few times a week,1 gallon (128 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",4,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Female,62,Master's degree,"$150,000 or more",Married,No,2,
2,4,Control,5,8,19,1.75,A few times a week,1 gallon (128 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",4,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Female,62,Master's degree,"$150,000 or more",Married,No,2,
2,4,Control,5,9,-1,0,A few times a week,1 gallon (128 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",4,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Female,62,Master's degree,"$150,000 or more",Married,No,2,
2,4,Control,5,10,3,1.25,A few times a week,1 gallon (128 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",4,Yes,No,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Female,62,Master's degree,"$150,000 or more",Married,No,2,
2,4,Control,7,1,,1.99,A few times a week,Half gallon (64 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",5,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,51,Master's degree,"$150,000 or more",Married,Yes,4,
2,4,Control,7,2,1,1.49,A few times a week,Half gallon (64 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",5,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,51,Master's degree,"$150,000 or more",Married,Yes,4,
2,4,Control,7,3,14,2.49,A few times a week,Half gallon (64 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",5,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,51,Master's degree,"$150,000 or more",Married,Yes,4,
2,4,Control,7,4,0,0.49,A few times a week,Half gallon (64 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",5,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,51,Master's degree,"$150,000 or more",Married,Yes,4,
2,4,Control,7,5,7,1.99,A few times a week,Half gallon (64 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",5,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,51,Master's degree,"$150,000 or more",Married,Yes,4,
2,4,Control,7,6,5,1.49,A few times a week,Half gallon (64 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",5,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,51,Master's degree,"$150,000 or more",Married,Yes,4,
2,4,Control,7,7,10,2.29,A few times a week,Half gallon (64 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",5,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,51,Master's degree,"$150,000 or more",Married,Yes,4,
2,4,Control,7,8,19,2.49,A few times a week,Half gallon (64 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",5,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,51,Master's degree,"$150,000 or more",Married,Yes,4,
2,4,Control,7,9,-1,0,A few times a week,Half gallon (64 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",5,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,51,Master's degree,"$150,000 or more",Married,Yes,4,
2,4,Control,7,10,3,1.49,A few times a week,Half gallon (64 fl oz),3-5 days,Food safety,"Yes, always",7-10 days,,"Yes, always",5,Yes,No,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Female,51,Master's degree,"$150,000 or more",Married,Yes,4,
2,4,Control,10,1,,2,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Male,38,Master's degree,"$100,000-$149,999",Married,No,2,
2,4,Control,10,2,1,0.8,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Male,38,Master's degree,"$100,000-$149,999",Married,No,2,
2,4,Control,10,3,14,1.1,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Male,38,Master's degree,"$100,000-$149,999",Married,No,2,
2,4,Control,10,4,0,0.4,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Male,38,Master's degree,"$100,000-$149,999",Married,No,2,
2,4,Control,10,5,7,1,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Male,38,Master's degree,"$100,000-$149,999",Married,No,2,
2,4,Control,10,6,5,0.8,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Male,38,Master's degree,"$100,000-$149,999",Married,No,2,
2,4,Control,10,7,10,1,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Male,38,Master's degree,"$100,000-$149,999",Married,No,2,
2,4,Control,10,8,19,1.25,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Male,38,Master's degree,"$100,000-$149,999",Married,No,2,
2,4,Control,10,9,-1,0.5,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Male,38,Master's degree,"$100,000-$149,999",Married,No,2,
2,4,Control,10,10,3,0.8,Once a week,1 gallon (128 fl oz),Within a week,Food safety,"Yes, always",7-10 days,,"Yes, always",10,Yes,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Male,38,Master's degree,"$100,000-$149,999",Married,No,2,
2,4,Control,11,1,,1,Once a month,Half gallon (64 fl oz),More than a week,Food safety,Sometimes,10-14 days,,Sometimes,12,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Female,22,Some college but no degree,Prefer not to say,"Single (never married, no domestic/live-in partner)",No,5,
2,4,Control,11,2,1,0.5,Once a month,Half gallon (64 fl oz),More than a week,Food safety,Sometimes,10-14 days,,Sometimes,12,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Female,22,Some college but no degree,Prefer not to say,"Single (never married, no domestic/live-in partner)",No,5,
2,4,Control,11,3,14,0.75,Once a month,Half gallon (64 fl oz),More than a week,Food safety,Sometimes,10-14 days,,Sometimes,12,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Female,22,Some college but no degree,Prefer not to say,"Single (never married, no domestic/live-in partner)",No,5,
2,4,Control,11,4,0,0,Once a month,Half gallon (64 fl oz),More than a week,Food safety,Sometimes,10-14 days,,Sometimes,12,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Female,22,Some college but no degree,Prefer not to say,"Single (never married, no domestic/live-in partner)",No,5,
2,4,Control,11,5,7,0.6,Once a month,Half gallon (64 fl oz),More than a week,Food safety,Sometimes,10-14 days,,Sometimes,12,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Female,22,Some college but no degree,Prefer not to say,"Single (never married, no domestic/live-in partner)",No,5,
2,4,Control,11,6,5,0.5,Once a month,Half gallon (64 fl oz),More than a week,Food safety,Sometimes,10-14 days,,Sometimes,12,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Female,22,Some college but no degree,Prefer not to say,"Single (never married, no domestic/live-in partner)",No,5,
2,4,Control,11,7,10,0.65,Once a month,Half gallon (64 fl oz),More than a week,Food safety,Sometimes,10-14 days,,Sometimes,12,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Female,22,Some college but no degree,Prefer not to say,"Single (never married, no domestic/live-in partner)",No,5,
2,4,Control,11,8,19,1,Once a month,Half gallon (64 fl oz),More than a week,Food safety,Sometimes,10-14 days,,Sometimes,12,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Female,22,Some college but no degree,Prefer not to say,"Single (never married, no domestic/live-in partner)",No,5,
2,4,Control,11,9,-1,0,Once a month,Half gallon (64 fl oz),More than a week,Food safety,Sometimes,10-14 days,,Sometimes,12,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Female,22,Some college but no degree,Prefer not to say,"Single (never married, no domestic/live-in partner)",No,5,
2,4,Control,11,10,3,0.25,Once a month,Half gallon (64 fl oz),More than a week,Food safety,Sometimes,10-14 days,,Sometimes,12,No,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Female,22,Some college but no degree,Prefer not to say,"Single (never married, no domestic/live-in partner)",No,5,
2,4,Control,12,1,,1,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",14-21 days,,Sometimes,10,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Prefer not to answer,Neither agree nor disagree,Prefer not to answer,Strongly agree,Female,21,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
2,4,Control,12,2,1,0.5,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",14-21 days,,Sometimes,10,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Prefer not to answer,Neither agree nor disagree,Prefer not to answer,Strongly agree,Female,21,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
2,4,Control,12,3,14,0.75,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",14-21 days,,Sometimes,10,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Prefer not to answer,Neither agree nor disagree,Prefer not to answer,Strongly agree,Female,21,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
2,4,Control,12,4,0,0.2,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",14-21 days,,Sometimes,10,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Prefer not to answer,Neither agree nor disagree,Prefer not to answer,Strongly agree,Female,21,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
2,4,Control,12,5,7,0.6,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",14-21 days,,Sometimes,10,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Prefer not to answer,Neither agree nor disagree,Prefer not to answer,Strongly agree,Female,21,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
2,4,Control,12,6,5,0.55,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",14-21 days,,Sometimes,10,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Prefer not to answer,Neither agree nor disagree,Prefer not to answer,Strongly agree,Female,21,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
2,4,Control,12,7,10,0.75,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",14-21 days,,Sometimes,10,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Prefer not to answer,Neither agree nor disagree,Prefer not to answer,Strongly agree,Female,21,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
2,4,Control,12,8,19,0.75,Once a week,1 gallon (128 fl oz),Within a week,Food quality,"Yes, always",14-21 days,,Sometimes,10,Yes,No,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Prefer not to answer,Neither agree nor disagree,Prefer not to answer,Strongly agree,Female,21,Some college but no degree,"Less than $25,000","Single (never married, no domestic/live-in partner)",No,1,
